id,uname,cname,ucas,duration,qualification,entry,created_at,updated_at,universities_id,ucasletters_id,url
1870,University of Glasgow,Italian/Business & Management,NR23,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:21.967579,2016-08-03 20:26:21.967579,,,http://www.gla.ac.uk/undergraduate/degrees/
1871,University of Glasgow,Italian/Latin,QR63,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:21.979935,2016-08-03 20:26:21.979935,,,http://www.gla.ac.uk/undergraduate/degrees/
1872,University of Glasgow,Italian/Mathematics,GR13,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:21.998403,2016-08-03 20:26:21.998403,,,http://www.gla.ac.uk/undergraduate/degrees/
1873,University of Glasgow,Italian/Music,RW33,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.011065,2016-08-03 20:26:22.011065,,,http://www.gla.ac.uk/undergraduate/degrees/
1874,University of Glasgow,Italian/Philosophy,RV35,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.032374,2016-08-03 20:26:22.032374,,,http://www.gla.ac.uk/undergraduate/degrees/
1875,University of Glasgow,Latin/Business & Management,NQ26,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.046557,2016-08-03 20:26:22.046557,,,http://www.gla.ac.uk/undergraduate/degrees/
1876,University of Glasgow,Latin/Geography,QL67,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.062472,2016-08-03 20:26:22.062472,,,http://www.gla.ac.uk/undergraduate/degrees/
1877,University of Glasgow,Latin/Mathematics,GQ16,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.075705,2016-08-03 20:26:22.075705,,,http://www.gla.ac.uk/undergraduate/degrees/
1878,University of Glasgow,Latin/Scottish Literature,QQ26,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.088307,2016-08-03 20:26:22.088307,,,http://www.gla.ac.uk/undergraduate/degrees/
1879,University of Glasgow,Latin/Social & Public Policy,LQ46,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.102850,2016-08-03 20:26:22.102850,,,http://www.gla.ac.uk/undergraduate/degrees/
1880,University of Glasgow,Law and Social & Public Policy,ML14,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.115745,2016-08-03 20:26:22.115745,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1881,University of Glasgow,Law with French Language,M1R1,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.128562,2016-08-03 20:26:22.128562,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1882,University of Glasgow,Law with German Language,M1R2,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.140615,2016-08-03 20:26:22.140615,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1883,University of Glasgow,Law with Italian Language,M1R3,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.152610,2016-08-03 20:26:22.152610,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1884,University of Glasgow,Law with Italian Legal Studies,M1M9,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.166665,2016-08-03 20:26:22.166665,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1885,University of Glasgow,Law with Portuguese,M1R5,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.179336,2016-08-03 20:26:22.179336,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1886,University of Glasgow,Law with Russian,M1RR,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.192866,2016-08-03 20:26:22.192866,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1887,University of Glasgow,Law with Spanish Language,M1R4,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.206512,2016-08-03 20:26:22.206512,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1888,University of Glasgow,Law/Business Economics,MN11,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.220441,2016-08-03 20:26:22.220441,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1889,University of Glasgow,Law/Business Management,MN12,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.236665,2016-08-03 20:26:22.236665,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1890,University of Glasgow,Law/Economic and Social History,MV13,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.251433,2016-08-03 20:26:22.251433,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1891,University of Glasgow,Law/Economics,ML11,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.264615,2016-08-03 20:26:22.264615,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1892,University of Glasgow,Law/English Literature,MQ13,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.276549,2016-08-03 20:26:22.276549,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1893,University of Glasgow,Law/Gaelic Language,MQ15,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.291466,2016-08-03 20:26:22.291466,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1894,University of Glasgow,Law/History,MV11,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.305466,2016-08-03 20:26:22.305466,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1895,University of Glasgow,Law/Philosophy,MV15,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.318349,2016-08-03 20:26:22.318349,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1896,University of Glasgow,Law/Politics,ML12,4 Years,LLB (Hons),AAA Typical offerAAAAA Typical offer,2016-08-03 20:26:22.330799,2016-08-03 20:26:22.330799,,,http://www.gla.ac.uk/undergraduate/degrees/law/
1897,University of Glasgow,Mathematical and Statistical Studies,GG3D,3 Years,BSc,AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.344277,2016-08-03 20:26:22.344277,,,http://www.gla.ac.uk/undergraduate/degrees/
1898,University of Glasgow,Mathematics and Physics,FGJ1,5 Years,MSci (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.358790,2016-08-03 20:26:22.358790,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1899,University of Glasgow,Mathematics and Psychology,CG81,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.371865,2016-08-03 20:26:22.371865,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1900,University of Glasgow,Mathematics and Statistics,GGC3,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.387415,2016-08-03 20:26:22.387415,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1901,University of Glasgow,Mathematics and Statistics,GGH1,5 Years,MSci (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.399708,2016-08-03 20:26:22.399708,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1902,University of Glasgow,Mathematics/Business & Management,NG21,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.414832,2016-08-03 20:26:22.414832,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1903,University of Glasgow,Mathematics/Economics,LG1D,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.440501,2016-08-03 20:26:22.440501,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1904,University of Glasgow,Mathematics/Music,GW13,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.456572,2016-08-03 20:26:22.456572,,,http://www.gla.ac.uk/undergraduate/degrees/
1905,University of Glasgow,Mathematics/Philosophy,GV15,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.470669,2016-08-03 20:26:22.470669,,,http://www.gla.ac.uk/undergraduate/degrees/
1906,University of Glasgow,Mathematics/Philosophy,GVD5,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.484157,2016-08-03 20:26:22.484157,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1907,University of Glasgow,Mathematics/Physics,GF14,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.496609,2016-08-03 20:26:22.496609,,,http://www.gla.ac.uk/undergraduate/degrees/index.html
1908,University of Glasgow,Mathematics/Politics (SocSci),LG21,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.507898,2016-08-03 20:26:22.507898,,,http://www.gla.ac.uk/undergraduate/degrees/
1909,University of Glasgow,Mathematics/Russian,GR17,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.520563,2016-08-03 20:26:22.520563,,,http://www.gla.ac.uk/undergraduate/degrees/
1910,University of Glasgow,Mathematics/Scottish History,GVC2,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.533401,2016-08-03 20:26:22.533401,,,http://www.gla.ac.uk/undergraduate/degrees/
1911,University of Glasgow,Mathematics/Scottish Literature,GQ12,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.544737,2016-08-03 20:26:22.544737,,,http://www.gla.ac.uk/undergraduate/degrees/
1912,University of Glasgow,Mathematics/Theatre Studies,GW14,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.556480,2016-08-03 20:26:22.556480,,,http://www.gla.ac.uk/undergraduate/degrees/
1913,University of Glasgow,Mathematics/Theology & Religious Studies,GV16,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.569084,2016-08-03 20:26:22.569084,,,http://www.gla.ac.uk/undergraduate/degrees/
1914,University of Glasgow,Mechanical Design Engineering,HHJ7,5 Years,MEng (Hons),AAA Typical offerABBB - AAAAAA Typical offer,2016-08-03 20:26:22.582912,2016-08-03 20:26:22.582912,,,http://www.gla.ac.uk/undergraduate/degrees/mechanicaldesignengineering/
1915,University of Glasgow,Mechanical Design Engineering,HH37,4 Years,BEng (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.596353,2016-08-03 20:26:22.596353,,,http://www.gla.ac.uk/undergraduate/degrees/mechanicaldesignengineering/
1916,University of Glasgow,Mechanical Engineering with Aeronautics,H3H4,4 Years,BEng (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.608506,2016-08-03 20:26:22.608506,,,http://www.gla.ac.uk/undergraduate/degrees/mechanicalengineeringwithaeronautics/
1917,University of Glasgow,Mechanical Engineering with Aeronautics,H3HK,5 Years,MEng (Hons),AAA Typical offerABBB - AAAAAA Typical offer,2016-08-03 20:26:22.639860,2016-08-03 20:26:22.639860,,,http://www.gla.ac.uk/undergraduate/degrees/mechanicalengineeringwithaeronautics/
1918,University of Glasgow,Music/Philosophy,VW53,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.652327,2016-08-03 20:26:22.652327,,,http://www.gla.ac.uk/undergraduate/degrees/
1919,University of Glasgow,Music/Politics,LW23,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.664632,2016-08-03 20:26:22.664632,,,http://www.gla.ac.uk/undergraduate/degrees/
1920,University of Glasgow,Music/Psychology,CW83,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.676157,2016-08-03 20:26:22.676157,,,http://www.gla.ac.uk/undergraduate/degrees/
1921,University of Glasgow,Music/Russian,RW73,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.688086,2016-08-03 20:26:22.688086,,,http://www.gla.ac.uk/undergraduate/degrees/
1922,University of Glasgow,Music/Scottish History,VWF3,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.699216,2016-08-03 20:26:22.699216,,,http://www.gla.ac.uk/undergraduate/degrees/
1923,University of Glasgow,Music/Scottish Literature,QW23,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.710996,2016-08-03 20:26:22.710996,,,http://www.gla.ac.uk/undergraduate/degrees/
1924,University of Glasgow,Music/Social & Public Policy,LW43,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.723371,2016-08-03 20:26:22.723371,,,http://www.gla.ac.uk/undergraduate/degrees/
1925,University of Glasgow,Music/Theatre Studies,WW34,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.735316,2016-08-03 20:26:22.735316,,,http://www.gla.ac.uk/undergraduate/degrees/
1926,University of Glasgow,Music/Theology & Religious Studies,WV36,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.748335,2016-08-03 20:26:22.748335,,,http://www.gla.ac.uk/undergraduate/degrees/
1927,University of Glasgow,Philosophy/Central & East European Studies,VR85,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.760392,2016-08-03 20:26:22.760392,,,http://www.gla.ac.uk/undergraduate/degrees/
1928,University of Glasgow,Philosophy/Politics,LVF5,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.772284,2016-08-03 20:26:22.772284,,,http://www.gla.ac.uk/undergraduate/degrees/
1929,University of Glasgow,Philosophy/Politics (SocSci),LV25,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.784138,2016-08-03 20:26:22.784138,,,http://www.gla.ac.uk/undergraduate/degrees/
1930,University of Glasgow,Philosophy/Psychology,CVV5,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.795856,2016-08-03 20:26:22.795856,,,http://www.gla.ac.uk/undergraduate/degrees/
1931,University of Glasgow,Philosophy/Russian,RV75,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.808612,2016-08-03 20:26:22.808612,,,http://www.gla.ac.uk/undergraduate/degrees/
1932,University of Glasgow,Philosophy/Scottish History,VVD5,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.824603,2016-08-03 20:26:22.824603,,,http://www.gla.ac.uk/undergraduate/degrees/
1933,University of Glasgow,Philosophy/Sociology (SocSci),LVH5,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.851735,2016-08-03 20:26:22.851735,,,http://www.gla.ac.uk/undergraduate/degrees/
1934,University of Glasgow,Philosophy/Theatre Studies,VW54,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.866437,2016-08-03 20:26:22.866437,,,http://www.gla.ac.uk/undergraduate/degrees/
1935,University of Glasgow,Philosophy/Theology & Religious Studies,VV56,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.879338,2016-08-03 20:26:22.879338,,,http://www.gla.ac.uk/undergraduate/degrees/
1936,University of Glasgow,Physics with Astrophysics,F3F5,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.891549,2016-08-03 20:26:22.891549,,,http://www.gla.ac.uk/undergraduate/degrees/physicswithastrophysics/
1937,University of Glasgow,Physics with Astrophysics,F3FM,5 Years,MSci (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.904394,2016-08-03 20:26:22.904394,,,http://www.gla.ac.uk/undergraduate/degrees/physicswithastrophysics/
1938,University of Glasgow,Physiology and Sports Science,BC16,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.918428,2016-08-03 20:26:22.918428,,,http://www.gla.ac.uk/undergraduate/degrees/physiologysportsscience/
1939,University of Glasgow,"Physiology, Sports Science and Nutrition",BC46,4 Years,BSc (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.932016,2016-08-03 20:26:22.932016,,,http://www.gla.ac.uk/undergraduate/degrees/physiologysportssciencenutrition/
1940,University of Glasgow,Politics/Psychology (SocSci),CL82,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.944064,2016-08-03 20:26:22.944064,,,http://www.gla.ac.uk/undergraduate/degrees/
1941,University of Glasgow,Politics/Scottish History,LV22,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.956214,2016-08-03 20:26:22.956214,,,http://www.gla.ac.uk/undergraduate/degrees/
1942,University of Glasgow,Politics/Scottish History (SocSci),LVF2,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.968455,2016-08-03 20:26:22.968455,,,http://www.gla.ac.uk/undergraduate/degrees/
1943,University of Glasgow,Politics/Scottish Literature,LQ22,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:22.980447,2016-08-03 20:26:22.980447,,,http://www.gla.ac.uk/undergraduate/degrees/
1944,University of Glasgow,Politics/Social & Public Policy (SocSci),LL42,4 Years,MA (Hons),AAB Typical offerAABB - AAAAAA Typical offer,2016-08-03 20:26:22.992044,2016-08-03 20:26:22.992044,,,http://www.gla.ac.uk/undergraduate/degrees/
1945,University of Glasgow,Politics/Theatre Studies,LW24,4 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.004209,2016-08-03 20:26:23.004209,,,http://www.gla.ac.uk/undergraduate/degrees/
1946,University of Glasgow,Portugese/Spanish,R578,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.017182,2016-08-03 20:26:23.017182,,,http://www.gla.ac.uk/undergraduate/degrees/
1947,University of Glasgow,Portuguese/Archaeology,7F1A,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.027993,2016-08-03 20:26:23.027993,,,http://www.gla.ac.uk/undergraduate/degrees/
1948,University of Glasgow,Portuguese/Business and Management,9K7B,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.043044,2016-08-03 20:26:23.043044,,,http://www.gla.ac.uk/undergraduate/degrees/
1949,University of Glasgow,Portuguese/Central and Eastern European Studies,3T9L,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.056356,2016-08-03 20:26:23.056356,,,http://www.gla.ac.uk/undergraduate/degrees/
1950,University of Glasgow,Portuguese/Classics,7M2U,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.068184,2016-08-03 20:26:23.068184,,,http://www.gla.ac.uk/undergraduate/degrees/
1951,University of Glasgow,Portuguese/Digital Media & Information Studies,4K2W,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.079923,2016-08-03 20:26:23.079923,,,http://www.gla.ac.uk/undergraduate/degrees/
1952,University of Glasgow,Portuguese/Economic and Social History,9W7L,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.092768,2016-08-03 20:26:23.092768,,,http://www.gla.ac.uk/undergraduate/degrees/
1953,University of Glasgow,Portuguese/English Language,4W7V,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.105027,2016-08-03 20:26:23.105027,,,http://www.gla.ac.uk/undergraduate/degrees/
1954,University of Glasgow,Portuguese/English Literature,6L8B,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.117172,2016-08-03 20:26:23.117172,,,http://www.gla.ac.uk/undergraduate/degrees/
1955,University of Glasgow,Portuguese/Film and Television Studies,8Y7M,5 Years,MA (Hons),AAB Typical offerABBB - AAAAAB Typical offer,2016-08-03 20:26:23.131102,2016-08-03 20:26:23.131102,,,http://www.gla.ac.uk/undergraduate/degrees/
